Satellite1,Satellite2,Distance,Orbit
945,944,1969.9219369591376,42
945,946,1969.9220735898728,42
946,945,1969.9220735898728,42
946,925,1969.921929040612,42
947,968,1969.9220807029913,43
947,948,1969.921944150655,43
948,947,1969.921944150655,43
948,949,1969.9219473690925,43
949,948,1969.9219473690925,43
949,950,1969.9220121109565,43
950,949,1969.9220121109565,43
950,951,1969.9220394615481,43
951,950,1969.9220394615481,43
951,952,1969.9219622920866,43
952,951,1969.9219622920866,43
952,953,1969.9220034583248,43
953,952,1969.9220034583248,43
953,954,1969.9219387530625,43
954,953,1969.9219387530625,43
954,955,1969.9220294174352,43
955,954,1969.9220294174352,43
955,956,1969.9220120334778,43
956,955,1969.9220120334778,43
956,957,1969.921935417317,43
957,956,1969.921935417317,43
957,958,1969.922080702992,43
958,957,1969.922080702992,43
958,959,1969.9219441506555,43
959,958,1969.9219441506555,43
959,960,1969.9219473690916,43
960,959,1969.9219473690916,43
960,961,1969.9220121109572,43
961,960,1969.9220121109572,43
961,962,1969.9220394615486,43
962,961,1969.9220394615486,43
962,963,1969.9219622920855,43
963,962,1969.9219622920855,43
963,964,1969.9220034583238,43
964,963,1969.9220034583238,43
964,965,1969.9219387530625,43
965,964,1969.9219387530625,43
965,966,1969.9220294174347,43
966,965,1969.9220294174347,43
966,967,1969.9220120334803,43
967,966,1969.9220120334803,43
967,968,1969.9219354173156,43
968,967,1969.9219354173156,43
968,947,1969.9220807029913,43
969,990,1969.9220715194954,44
969,970,1969.9219332244422,44
970,969,1969.9219332244422,44
970,971,1969.922085612517,44
971,970,1969.922085612517,44
971,972,1969.9219531996298,44
972,971,1969.9219531996298,44
972,973,1969.9220123401255,44
973,972,1969.9220123401255,44
973,974,1969.9220123020684,44
974,973,1969.9220123020684,44
974,975,1969.9219585404321,44
975,974,1969.9219585404321,44
975,976,1969.9219770052757,44
976,975,1969.9219770052757,44
976,977,1969.9219716359025,44
977,976,1969.9219716359025,44
977,978,1969.9220004103229,44
978,977,1969.9220004103229,44
978,979,1969.9219293767337,44
979,978,1969.9219293767337,44
979,980,1969.9220715194936,44
980,979,1969.9220715194936,44
980,981,1969.9219332244445,44
981,980,1969.9219332244445,44
981,982,1969.922085612516,44
982,981,1969.922085612516,44
982,983,1969.9219531996303,44
983,982,1969.9219531996303,44
983,984,1969.922012340126,44
984,983,1969.922012340126,44
984,985,1969.9220123020684,44
985,984,1969.9220123020684,44
985,986,1969.9219585404321,44
986,985,1969.9219585404321,44
986,987,1969.921977005275,44
987,986,1969.921977005275,44
987,988,1969.9219716359028,44
988,987,1969.9219716359028,44
988,989,1969.9220004103227,44
989,988,1969.9220004103227,44
989,990,1969.9219293767335,44
990,989,1969.9219293767335,44
990,969,1969.9220715194954,44
991,1012,1969.9219310317778,45
991,992,1969.9219300439777,45
992,991,1969.9219300439777,45
992,993,1969.922068227267,45
993,992,1969.922068227267,45
993,994,1969.9219564471466,45
994,993,1969.9219564471466,45
994,995,1969.9220179366323,45
995,994,1969.9220179366323,45
995,996,1969.9219812104668,45
996,995,1969.9219812104668,45
996,997,1969.9219783850442,45
997,996,1969.9219783850442,45
997,998,1969.922027061293,45
998,997,1969.922027061293,45
998,999,1969.9219728157336,45
999,998,1969.9219728157336,45
999,1000,1969.9220205837837,45
1000,999,1969.9220205837837,45
1000,1001,1969.9220214238246,45
1001,1000,1969.9220214238246,45
1001,1002,1969.9219310317762,45
1002,1001,1969.9219310317762,45
1002,1003,1969.9219300439788,45
1003,1002,1969.9219300439788,45
1003,1004,1969.922068227266,45
1004,1003,1969.922068227266,45
1004,1005,1969.921956447145,45
1005,1004,1969.921956447145,45
1005,1006,1969.9220179366334,45
1006,1005,1969.9220179366334,45
1006,1007,1969.9219812104668,45
1007,1006,1969.9219812104668,45
1007,1008,1969.9219783850438,45
1008,1007,1969.9219783850438,45
1008,1009,1969.9220270612936,45
1009,1008,1969.9220270612936,45
1009,1010,1969.9219728157352,45
1010,1009,1969.9219728157352,45
1010,1011,1969.9220205837817,45
1011,1010,1969.9220205837817,45
1011,1012,1969.9220214238233,45
1012,1011,1969.9220214238233,45
1012,991,1969.9219310317778,45
1013,1034,1969.9220435325938,46
1013,1014,1969.9220041766282,46
1014,1013,1969.9220041766282,46
1014,1015,1969.9220346458483,46
1015,1014,1969.9220346458483,46
1015,1016,1969.9219656460102,46
1016,1015,1969.9219656460102,46
1016,1017,1969.9219433213214,46
1017,1016,1969.9219433213214,46
1017,1018,1969.9220282490285,46
1018,1017,1969.9220282490285,46
1018,1019,1969.9220204538533,46
1019,1018,1969.9220204538533,46
1019,1020,1969.9219288825284,46
1020,1019,1969.9219288825284,46
1020,1021,1969.9220516743562,46
1021,1020,1969.9220516743562,46
1021,1022,1969.921966204512,46
1022,1021,1969.921966204512,46
1022,1023,1969.9219183802652,46
1023,1022,1969.9219183802652,46
1023,1024,1969.9220435325929,46
1024,1023,1969.9220435325929,46
1024,1025,1969.9220041766293,46
1025,1024,1969.9220041766293,46
1025,1026,1969.9220346458467,46
1026,1025,1969.9220346458467,46
1026,1027,1969.9219656460132,46
1027,1026,1969.9219656460132,46
1027,1028,1969.9219433213211,46
1028,1027,1969.9219433213211,46
1028,1029,1969.9220282490262,46
1029,1028,1969.9220282490262,46
1029,1030,1969.9220204538549,46
1030,1029,1969.9220204538549,46
1030,1031,1969.9219288825273,46
1031,1030,1969.9219288825273,46
1031,1032,1969.9220516743571,46
1032,1031,1969.9220516743571,46
1032,1033,1969.9219662045111,46
1033,1032,1969.9219662045111,46
1033,1034,1969.921918380265,46
1034,1033,1969.921918380265,46
1034,1013,1969.9220435325938,46
1035,1056,1969.9220643852273,47
1035,1036,1969.9219387111239,47
1036,1035,1969.9219387111239,47
1036,1037,1969.9220298439127,47
1037,1036,1969.9220298439127,47
1037,1038,1969.9219221370938,47
1038,1037,1969.9219221370938,47
1038,1039,1969.9220851530167,47
1039,1038,1969.9220851530167,47
1039,1040,1969.9219456507128,47
1040,1039,1969.9219456507128,47
1040,1041,1969.9219827446775,47
1041,1040,1969.9219827446775,47
1041,1042,1969.9219948160312,47
1042,1041,1969.9219948160312,47
1042,1043,1969.9219920806536,47
1043,1042,1969.9219920806536,47
1043,1044,1969.9219872632334,47
1044,1043,1969.9219872632334,47
1044,1045,1969.92196238126,47
1045,1044,1969.92196238126,47
1045,1046,1969.9220643852284,47
1046,1045,1969.9220643852284,47
1046,1047,1969.9219387111239,47
1047,1046,1969.9219387111239,47
1047,1048,1969.9220298439118,47
1048,1047,1969.9220298439118,47
1048,1049,1969.9219221370956,47
1049,1048,1969.9219221370956,47
1049,1050,1969.9220851530151,47
1050,1049,1969.9220851530151,47
1050,1051,1969.9219456507126,47
1051,1050,1969.9219456507126,47
1051,1052,1969.921982744677,47
1052,1051,1969.921982744677,47
1052,1053,1969.9219948160323,47
1053,1052,1969.9219948160323,47
1053,1054,1969.9219920806527,47
1054,1053,1969.9219920806527,47
1054,1055,1969.9219872632323,47
1055,1054,1969.9219872632323,47
1055,1056,1969.921962381262,47
1056,1055,1969.921962381262,47
1056,1035,1969.9220643852273,47
1057,1078,1969.9220713741986,48
1057,1058,1969.9219433756607,48
1058,1057,1969.9219433756607,48
1058,1059,1969.9220082661552,48
1059,1058,1969.9220082661552,48
1059,1060,1969.922020741032,48
1060,1059,1969.922020741032,48
1060,1061,1969.9219922621555,48
1061,1060,1969.9219922621555,48
1061,1062,1969.9219783849683,48
1062,1061,1969.9219783849683,48
1062,1063,1969.9219502076621,48
1063,1062,1969.9219502076621,48
1063,1064,1969.9220191260085,48
1064,1063,1969.9220191260085,48
1064,1065,1969.9220124775356,48
1065,1064,1969.9220124775356,48
1065,1066,1969.9220193822327,48
1066,1065,1969.9220193822327,48
1066,1067,1969.921889569339,48
1067,1066,1969.921889569339,48
1067,1068,1969.9220713742009,48
1068,1067,1969.9220713742009,48
1068,1069,1969.9219433756584,48
1069,1068,1969.9219433756584,48
1069,1070,1969.922008266156,48
1070,1069,1969.922008266156,48
1070,1071,1969.9220207410333,48
1071,1070,1969.9220207410333,48
1071,1072,1969.921992262156,48
1072,1071,1969.921992262156,48
1072,1073,1969.9219783849671,48
1073,1072,1969.9219783849671,48
1073,1074,1969.9219502076626,48
1074,1073,1969.9219502076626,48
1074,1075,1969.9220191260076,48
1075,1074,1969.9220191260076,48
1075,1076,1969.9220124775366,48
1076,1075,1969.9220124775366,48
1076,1077,1969.922019382232,48
1077,1076,1969.922019382232,48
1077,1078,1969.92188956934,48
1078,1077,1969.92188956934,48
1078,1057,1969.9220713741986,48
1079,1100,1969.9219971070488,49
1079,1080,1969.921973216582,49
1080,1079,1969.921973216582,49
1080,1081,1969.9220183324426,49
1081,1080,1969.9220183324426,49
1081,1082,1969.921995026298,49
1082,1081,1969.921995026298,49
1082,1083,1969.9220315872967,49
1083,1082,1969.9220315872967,49
1083,1084,1969.9218781767547,49
1084,1083,1969.9218781767547,49
1084,1085,1969.9220356484284,49
1085,1084,1969.9220356484284,49
1085,1086,1969.9219775732042,49
1086,1085,1969.9219775732042,49
1086,1087,1969.9220540296728,49
1087,1086,1969.9220540296728,49
1087,1088,1969.9219763310568,49
1088,1087,1969.9219763310568,49
1088,1089,1969.9219681381624,49
1089,1088,1969.9219681381624,49
1089,1090,1969.9219971070474,49
1090,1089,1969.9219971070474,49
1090,1091,1969.921973216583,49
1091,1090,1969.921973216583,49
1091,1092,1969.922018332443,49
1092,1091,1969.922018332443,49
1092,1093,1969.921995026298,49
1093,1092,1969.921995026298,49
1093,1094,1969.922031587298,49
1094,1093,1969.922031587298,49
1094,1095,1969.9218781767527,49
1095,1094,1969.9218781767527,49
1095,1096,1969.9220356484286,49
1096,1095,1969.9220356484286,49
1096,1097,1969.9219775732045,49
1097,1096,1969.9219775732045,49
1097,1098,1969.9220540296728,49
1098,1097,1969.9220540296728,49
1098,1099,1969.9219763310577,49
1099,1098,1969.9219763310577,49
1099,1100,1969.9219681381612,49
1100,1099,1969.9219681381612,49
1100,1079,1969.9219971070488,49
1101,1122,1969.9219493923456,50
1101,1102,1969.9220193322608,50
1102,1101,1969.9220193322608,50
1102,1103,1969.9220278870766,50
1103,1102,1969.9220278870766,50
1103,1104,1969.9220329994282,50
1104,1103,1969.9220329994282,50
1104,1105,1969.9219094512653,50
1105,1104,1969.9219094512653,50
1105,1106,1969.9220129609769,50
1106,1105,1969.9220129609769,50
1106,1107,1969.9220131203401,50
1107,1106,1969.9220131203401,50
1107,1108,1969.921998173921,50
1108,1107,1969.921998173921,50
1108,1109,1969.9219451193069,50
1109,1108,1969.9219451193069,50
1109,1110,1969.9219710937714,50
1110,1109,1969.9219710937714,50
1110,1111,1969.922025636255,50
1111,1110,1969.922025636255,50
1111,1112,1969.9219493923465,50
1112,1111,1969.9219493923465,50
1112,1113,1969.92201933226,50
1113,1112,1969.92201933226,50
1113,1114,1969.922027887075,50
1114,1113,1969.922027887075,50
1114,1115,1969.92203299943,50
1115,1114,1969.92203299943,50
1115,1116,1969.9219094512666,50
1116,1115,1969.9219094512666,50
1116,1117,1969.9220129609753,50
1117,1116,1969.9220129609753,50
1117,1118,1969.92201312034,50
1118,1117,1969.92201312034,50
1118,1119,1969.921998173921,50
1119,1118,1969.921998173921,50
1119,1120,1969.9219451193064,50
1120,1119,1969.9219451193064,50
1120,1121,1969.9219710937714,50
1121,1120,1969.9219710937714,50
1121,1122,1969.922025636255,50
1122,1121,1969.922025636255,50
1122,1101,1969.9219493923456,50
1123,1144,1969.9219749655376,51
1123,1124,1969.9219810788923,51
1124,1123,1969.9219810788923,51
1124,1125,1969.9220060045998,51
1125,1124,1969.9220060045998,51
1125,1126,1969.9219339041977,51
1126,1125,1969.9219339041977,51
1126,1127,1969.9220026659548,51
1127,1126,1969.9220026659548,51
1127,1128,1969.9220413356604,51
1128,1127,1969.9220413356604,51
1128,1129,1969.9220077869945,51
1129,1128,1969.9220077869945,51
1129,1130,1969.9219381462801,51
1130,1129,1969.9219381462801,51
1130,1131,1969.9220320383047,51
1131,1130,1969.9220320383047,51
1131,1132,1969.9219883974952,51
1132,1131,1969.9219883974952,51
1132,1133,1969.9219988430318,51
1133,1132,1969.9219988430318,51
1133,1134,1969.9219749655388,51
1134,1133,1969.9219749655388,51
1134,1135,1969.9219810788927,51
1135,1134,1969.9219810788927,51
1135,1136,1969.9220060045986,51
1136,1135,1969.9220060045986,51
1136,1137,1969.9219339041965,51
1137,1136,1969.9219339041965,51
1137,1138,1969.9220026659561,51
1138,1137,1969.9220026659561,51
1138,1139,1969.922041335662,51
1139,1138,1969.922041335662,51
1139,1140,1969.9220077869925,51
1140,1139,1969.9220077869925,51
1140,1141,1969.921938146281,51
1141,1140,1969.921938146281,51
1141,1142,1969.9220320383051,51
1142,1141,1969.9220320383051,51
1142,1143,1969.9219883974952,51
1143,1142,1969.9219883974952,51
1143,1144,1969.9219988430316,51
1144,1143,1969.9219988430316,51
1144,1123,1969.9219749655376,51
1145,1166,1969.9219749481856,52
1145,1146,1969.9220423351182,52
1146,1145,1969.9220423351182,52
1146,1147,1969.9219621288596,52
1147,1146,1969.9219621288596,52
1147,1148,1969.9220123902214,52
1148,1147,1969.9220123902214,52
1148,1149,1969.9219974765883,52
1149,1148,1969.9219974765883,52
1149,1150,1969.9219696540574,52
1150,1149,1969.9219696540574,52
1150,1151,1969.9219270477508,52
1151,1150,1969.9219270477508,52
1151,1152,1969.9220137588648,52
1152,1151,1969.9220137588648,52
1152,1153,1969.9219946831386,52
1153,1152,1969.9219946831386,52
1153,1154,1969.921985330418,52
1154,1153,1969.921985330418,52
1154,1155,1969.9220254137435,52
1155,1154,1969.9220254137435,52
1155,1156,1969.9219749481847,52
1156,1155,1969.9219749481847,52
1156,1157,1969.9220423351205,52
1157,1156,1969.9220423351205,52
1157,1158,1969.921962128859,52
1158,1157,1969.921962128859,52
1158,1159,1969.922012390221,52
1159,1158,1969.922012390221,52
1159,1160,1969.9219974765895,52
1160,1159,1969.9219974765895,52
1160,1161,1969.921969654057,52
1161,1160,1969.921969654057,52
1161,1162,1969.921927047752,52
1162,1161,1969.921927047752,52
1162,1163,1969.922013758863,52
1163,1162,1969.922013758863,52
1163,1164,1969.92199468314,52
1164,1163,1969.92199468314,52
1164,1165,1969.921985330418,52
1165,1164,1969.921985330418,52
1165,1166,1969.9220254137433,52
1166,1165,1969.9220254137433,52
1166,1145,1969.9219749481856,52
1167,1188,1969.9220098902506,53
1167,1168,1969.9220087475207,53
1168,1167,1969.9220087475207,53
1168,1169,1969.921952574641,53
1169,1168,1969.921952574641,53
1169,1170,1969.9220201015999,53
1170,1169,1969.9220201015999,53
1170,1171,1969.9219822769965,53
1171,1170,1969.9219822769965,53
1171,1172,1969.921999135088,53
1172,1171,1969.921999135088,53
1172,1173,1969.9219900889507,53
1173,1172,1969.9219900889507,53
1173,1174,1969.921962168331,53
1174,1173,1969.921962168331,53
1174,1175,1969.9220511722367,53
1175,1174,1969.9220511722367,53
1175,1176,1969.9219327530072,53
1176,1175,1969.9219327530072,53
1176,1177,1969.9219962583254,53
1177,1176,1969.9219962583254,53
1177,1178,1969.9220098902492,53
1178,1177,1969.9220098902492,53
1178,1179,1969.9220087475198,53
1179,1178,1969.9220087475198,53
1179,1180,1969.9219525746425,53
1180,1179,1969.9219525746425,53
1180,1181,1969.9220201015994,53
1181,1180,1969.9220201015994,53
1181,1182,1969.9219822769971,53
1182,1181,1969.9219822769971,53
1182,1183,1969.9219991350876,53
1183,1182,1969.9219991350876,53
1183,1184,1969.92199008895,53
1184,1183,1969.92199008895,53
1184,1185,1969.9219621683321,53
1185,1184,1969.9219621683321,53
1185,1186,1969.9220511722363,53
1186,1185,1969.9220511722363,53
1186,1187,1969.9219327530072,53
1187,1186,1969.9219327530072,53
1187,1188,1969.9219962583254,53
1188,1187,1969.9219962583254,53
1188,1167,1969.9220098902506,53
1189,1210,1969.9218980036612,54
1189,1190,1969.9219881554095,54
1190,1189,1969.9219881554095,54
1190,1191,1969.9220148823488,54
1191,1190,1969.9220148823488,54
1191,1192,1969.9220476781118,54
1192,1191,1969.9220476781118,54
1192,1193,1969.9220111521697,54
1193,1192,1969.9220111521697,54
1193,1194,1969.921964918811,54
1194,1193,1969.921964918811,54
1194,1195,1969.9219888622179,54
1195,1194,1969.9219888622179,54
1195,1196,1969.921988506867,54
1196,1195,1969.921988506867,54
1196,1197,1969.9219504714722,54
1197,1196,1969.9219504714722,54
1197,1198,1969.9220305900305,54
1198,1197,1969.9220305900305,54
1198,1199,1969.9220219458489,54
1199,1198,1969.9220219458489,54
1199,1200,1969.9218980036621,54
1200,1199,1969.9218980036621,54
1200,1201,1969.9219881554102,54
1201,1200,1969.9219881554102,54
1201,1202,1969.922014882346,54
1202,1201,1969.922014882346,54
1202,1203,1969.9220476781136,54
1203,1202,1969.9220476781136,54
1203,1204,1969.9220111521684,54
1204,1203,1969.9220111521684,54
1204,1205,1969.9219649188135,54
1205,1204,1969.9219649188135,54
1205,1206,1969.921988862216,54
1206,1205,1969.921988862216,54
1206,1207,1969.9219885068676,54
1207,1206,1969.9219885068676,54
1207,1208,1969.9219504714706,54
1208,1207,1969.9219504714706,54
1208,1209,1969.9220305900324,54
1209,1208,1969.9220305900324,54
1209,1210,1969.922021945849,54
1210,1209,1969.922021945849,54
1210,1189,1969.9218980036612,54
1211,1232,1969.9220409462516,55
1211,1212,1969.9219756952114,55
1212,1211,1969.9219756952114,55
1212,1213,1969.922006092445,55
1213,1212,1969.922006092445,55
1213,1214,1969.9219358828093,55
1214,1213,1969.9219358828093,55
1214,1215,1969.9220559472683,55
1215,1214,1969.9220559472683,55
1215,1216,1969.9219217603838,55
1216,1215,1969.9219217603838,55
1216,1217,1969.9220630701407,55
1217,1216,1969.9220630701407,55
1217,1218,1969.921910445351,55
1218,1217,1969.921910445351,55
1218,1219,1969.9220688531095,55
1219,1218,1969.9220688531095,55
1219,1220,1969.922001660143,55
1220,1219,1969.922001660143,55
1220,1221,1969.9219248138365,55
1221,1220,1969.9219248138365,55
1221,1222,1969.9220409462516,55
1222,1221,1969.9220409462516,55
1222,1223,1969.9219756952107,55
1223,1222,1969.9219756952107,55
1223,1224,1969.9220060924456,55
1224,1223,1969.9220060924456,55
1224,1225,1969.921935882809,55
1225,1224,1969.921935882809,55
1225,1226,1969.9220559472683,55
1226,1225,1969.9220559472683,55
1226,1227,1969.9219217603836,55
1227,1226,1969.9219217603836,55
1227,1228,1969.9220630701411,55
1228,1227,1969.9220630701411,55
1228,1229,1969.9219104453514,55
1229,1228,1969.9219104453514,55
1229,1230,1969.9220688531093,55
1230,1229,1969.9220688531093,55
1230,1231,1969.9220016601446,55
1231,1230,1969.9220016601446,55
1231,1232,1969.9219248138345,55
1232,1231,1969.9219248138345,55
1232,1211,1969.9220409462516,55
1233,1254,1969.9220375625193,56
1233,1234,1969.9220071158418,56
1234,1233,1969.9220071158418,56
1234,1235,1969.9219214596108,56
1235,1234,1969.9219214596108,56
1235,1236,1969.9220471706278,56
1236,1235,1969.9220471706278,56
1236,1237,1969.9220300679322,56
1237,1236,1969.9220300679322,56
1237,1238,1969.921920238736,56
1238,1237,1969.921920238736,56
1238,1239,1969.9219962893471,56
1239,1238,1969.9219962893471,56
1239,1240,1969.9219703648298,56
1240,1239,1969.9219703648298,56
1240,1241,1969.922010774737,56
1241,1240,1969.922010774737,56
1241,1242,1969.9220318550092,56
1242,1241,1969.9220318550092,56
1242,1243,1969.9219322677554,56
1243,1242,1969.9219322677554,56
1243,1244,1969.9220375625184,56
1244,1243,1969.9220375625184,56
1244,1245,1969.9220071158418,56
1245,1244,1969.9220071158418,56
1245,1246,1969.921921459612,56
1246,1245,1969.921921459612,56
1246,1247,1969.9220471706267,56
1247,1246,1969.9220471706267,56
1247,1248,1969.9220300679317,56
1248,1247,1969.9220300679317,56
1248,1249,1969.921920238737,56
1249,1248,1969.921920238737,56
1249,1250,1969.9219962893478,56
1250,1249,1969.9219962893478,56
1250,1251,1969.921970364829,56
1251,1250,1969.921970364829,56
1251,1252,1969.9220107747385,56
1252,1251,1969.9220107747385,56
1252,1253,1969.9220318550067,56
1253,1252,1969.9220318550067,56
1253,1254,1969.9219322677563,56
1254,1253,1969.9219322677563,56
1254,1233,1969.9220375625193,56
1255,1276,1969.9219620206386,57
1255,1256,1969.922023149524,57
1256,1255,1969.922023149524,57
1256,1257,1969.921964534016,57
1257,1256,1969.921964534016,57
1257,1258,1969.922056060108,57
1258,1257,1969.922056060108,57
1258,1259,1969.9218644831878,57
1259,1258,1969.9218644831878,57
1259,1260,1969.9220576749406,57
1260,1259,1969.9220576749406,57
1260,1261,1969.922063273247,57
1261,1260,1969.922063273247,57
1261,1262,1969.9219312976797,57
1262,1261,1969.9219312976797,57
1262,1263,1969.9220068151283,57
1263,1262,1969.9220068151283,57
1263,1264,1969.9219927677582,57
1264,1263,1969.9219927677582,57
1264,1265,1969.9219830907184,57
1265,1264,1969.9219830907184,57
1265,1266,1969.9219620206375,57
1266,1265,1969.9219620206375,57
1266,1267,1969.922023149525,57
1267,1266,1969.922023149525,57
1267,1268,1969.9219645340158,57
1268,1267,1969.9219645340158,57
1268,1269,1969.9220560601077,57
1269,1268,1969.9220560601077,57
1269,1270,1969.9218644831867,57
1270,1269,1969.9218644831867,57
1270,1271,1969.9220576749412,57
1271,1270,1969.9220576749412,57
1271,1272,1969.9220632732465,57
1272,1271,1969.9220632732465,57
1272,1273,1969.9219312976818,57
1273,1272,1969.9219312976818,57
1273,1274,1969.9220068151278,57
1274,1273,1969.9220068151278,57
1274,1275,1969.9219927677582,57
1275,1274,1969.9219927677582,57
1275,1276,1969.9219830907175,57
1276,1275,1969.9219830907175,57
1276,1255,1969.9219620206386,57
1277,1298,1969.9219540485844,58
1277,1278,1969.922045861329,58
1278,1277,1969.922045861329,58
1278,1279,1969.9219962932339,58
1279,1278,1969.9219962932339,58
1279,1280,1969.9219178439564,58
1280,1279,1969.9219178439564,58
1280,1281,1969.9220347635992,58
1281,1280,1969.9220347635992,58
1281,1282,1969.9220017117002,58
1282,1281,1969.9220017117002,58
1282,1283,1969.9219697062163,58
1283,1282,1969.9219697062163,58
1283,1284,1969.9220055903695,58
1284,1283,1969.9220055903695,58
1284,1285,1969.9220117768125,58
1285,1284,1969.9220117768125,58
1285,1286,1969.9219991544735,58
1286,1285,1969.9219991544735,58
1286,1287,1969.9219684166733,58
1287,1286,1969.9219684166733,58
1287,1288,1969.9219540485833,58
1288,1287,1969.9219540485833,58
1288,1289,1969.922045861329,58
1289,1288,1969.922045861329,58
1289,1290,1969.9219962932336,58
1290,1289,1969.9219962932336,58
1290,1291,1969.9219178439566,58
1291,1290,1969.9219178439566,58
1291,1292,1969.9220347635985,58
1292,1291,1969.9220347635985,58
1292,1293,1969.9220017117018,58
1293,1292,1969.9220017117018,58
1293,1294,1969.9219697062158,58
1294,1293,1969.9219697062158,58
1294,1295,1969.922005590369,58
1295,1294,1969.922005590369,58
1295,1296,1969.922011776813,58
1296,1295,1969.922011776813,58
1296,1297,1969.9219991544753,58
1297,1296,1969.9219991544753,58
1297,1298,1969.9219684166712,58
1298,1297,1969.9219684166712,58
1298,1277,1969.9219540485844,58
1299,1320,1969.9219912324206,59
1299,1300,1969.922012156039,59
1300,1299,1969.922012156039,59
1300,1301,1969.9219907275792,59
1301,1300,1969.9219907275792,59
1301,1302,1969.9219348185222,59
1302,1301,1969.9219348185222,59
1302,1303,1969.922026778471,59
1303,1302,1969.922026778471,59
1303,1304,1969.9219424355338,59
1304,1303,1969.9219424355338,59
1304,1305,1969.9220424860807,59
1305,1304,1969.9220424860807,59
1305,1306,1969.921928681921,59
1306,1305,1969.921928681921,59
1306,1307,1969.9220341827731,59
1307,1306,1969.9220341827731,59
1307,1308,1969.9220048211873,59
1308,1307,1969.9220048211873,59
1308,1309,1969.9219968464167,59
1309,1308,1969.9219968464167,59
1309,1310,1969.92199123242,59
1310,1309,1969.92199123242,59
1310,1311,1969.9220121560384,59
1311,1310,1969.9220121560384,59
1311,1312,1969.9219907275792,59
1312,1311,1969.9219907275792,59
1312,1313,1969.9219348185222,59
1313,1312,1969.9219348185222,59
1313,1314,1969.92202677847,59
1314,1313,1969.92202677847,59
1314,1315,1969.921942435534,59
1315,1314,1969.921942435534,59
1315,1316,1969.9220424860812,59
1316,1315,1969.9220424860812,59
1316,1317,1969.921928681923,59
1317,1316,1969.921928681923,59
1317,1318,1969.9220341827713,59
1318,1317,1969.9220341827713,59
1318,1319,1969.9220048211878,59
1319,1318,1969.9220048211878,59
1319,1320,1969.9219968464158,59
1320,1319,1969.9219968464158,59
1320,1299,1969.9219912324206,59
1321,1342,1969.922010126992,60
1321,1322,1969.921961009026,60
1322,1321,1969.921961009026,60
1322,1323,1969.9220783447267,60
1323,1322,1969.9220783447267,60
1323,1324,1969.9219412258103,60
1324,1323,1969.9219412258103,60
1324,1325,1969.9220360252716,60
1325,1324,1969.9220360252716,60
1325,1326,1969.9219525855037,60
1326,1325,1969.9219525855037,60
1326,1327,1969.9220221803182,60
1327,1326,1969.9220221803182,60
1327,1328,1969.921928632091,60
1328,1327,1969.921928632091,60
1328,1329,1969.9219742907908,60
1329,1328,1969.9219742907908,60
1329,1330,1969.9220522170529,60
1330,1329,1969.9220522170529,60
1330,1331,1969.9219485293609,60
1331,1330,1969.9219485293609,60
1331,1332,1969.9220101269916,60
1332,1331,1969.9220101269916,60
1332,1333,1969.9219610090286,60
1333,1332,1969.9219610090286,60
1333,1334,1969.9220783447265,60
1334,1333,1969.9220783447265,60
1334,1335,1969.9219412258094,60
1335,1334,1969.9219412258094,60
1335,1336,1969.9220360252716,60
1336,1335,1969.9220360252716,60
1336,1337,1969.9219525855046,60
1337,1336,1969.9219525855046,60
1337,1338,1969.9220221803173,60
1338,1337,1969.9220221803173,60
1338,1339,1969.921928632092,60
1339,1338,1969.921928632092,60
1339,1340,1969.9219742907899,60
1340,1339,1969.9219742907899,60
1340,1341,1969.9220522170529,60
1341,1340,1969.9220522170529,60
1341,1342,1969.921948529363,60
1342,1341,1969.921948529363,60
1342,1321,1969.922010126992,60
1343,1364,1969.9219546238153,61
1343,1344,1969.922021008424,61
1344,1343,1969.922021008424,61
1344,1345,1969.9219432008517,61
1345,1344,1969.9219432008517,61
1345,1346,1969.9220365959213,61
1346,1345,1969.9220365959213,61
1346,1347,1969.9219192024839,61
1347,1346,1969.9219192024839,61
1347,1348,1969.9220361294458,61
1348,1347,1969.9220361294458,61
1348,1349,1969.9220203690663,61
1349,1348,1969.9220203690663,61
1349,1350,1969.9219877185726,61
1350,1349,1969.9219877185726,61
1350,1351,1969.9219600195815,61
1351,1350,1969.9219600195815,61
1351,1352,1969.92199566956,61
1352,1351,1969.92199566956,61
1352,1353,1969.9220306292218,61
1353,1352,1969.9220306292218,61
1353,1354,1969.9219546238155,61
1354,1353,1969.9219546238155,61
1354,1355,1969.9220210084238,61
1355,1354,1969.9220210084238,61
1355,1356,1969.9219432008515,61
1356,1355,1969.9219432008515,61
1356,1357,1969.9220365959222,61
1357,1356,1969.9220365959222,61
1357,1358,1969.9219192024839,61
1358,1357,1969.9219192024839,61
1358,1359,1969.9220361294447,61
1359,1358,1969.9220361294447,61
1359,1360,1969.9220203690663,61
1360,1359,1969.9220203690663,61
1360,1361,1969.9219877185722,61
1361,1360,1969.9219877185722,61
1361,1362,1969.9219600195822,61
1362,1361,1969.9219600195822,61
1362,1363,1969.921995669561,61
1363,1362,1969.921995669561,61
1363,1364,1969.9220306292211,61
1364,1363,1969.9220306292211,61
1364,1343,1969.9219546238153,61
1365,1386,1969.921994623876,62
1365,1366,1969.9220246809086,62
1366,1365,1969.9220246809086,62
1366,1367,1969.9220091262325,62
1367,1366,1969.9220091262325,62
